user_id,completed,avg_latency_s,p95_latency_s,p99_latency_s,total_bytes,slowdown_avg,slowdown_ewma
75,32497,0.00478348,0.0347849,0.088411,4312690688,0,0
76,30473,0.00645959,0.0410584,0.139524,4065210368,0,0
77,69794,0.0030567,0.0137743,0.0659518,5824491520,0,0
78,56790,0.00513368,0.030968,0.0998479,6142087168,0,0
79,39955,0.00465176,0.0346629,0.0786935,5211189248,0,0
80,55645,0.00410031,0.0251976,0.0888351,5543071744,0,0
81,34167,0.00784006,0.0532681,0.127219,5707190272,0,0
82,21712,0.00881632,0.0504828,0.150353,4295180288,0,0
83,44705,0.00438414,0.0311968,0.0769226,5219635200,0,0
84,44079,0.00484071,0.037237,0.0819074,6099808256,0,0
85,35874,0.008558,0.0513819,0.153064,5929177088,0,0
86,50469,0.00605626,0.0382866,0.10066,6803759104,0,0
87,56874,0.00543606,0.0310586,0.0868159,6369521664,0,0
88,37371,0.00636135,0.0370474,0.0980621,4912848896,0,0
89,34269,0.00556373,0.0370427,0.0847224,4433182720,0,0
90,4487,0.038863,0.236953,0.237215,277286912,0,0
91,26967,0.0606134,0.12915,0.18059,28018761728,0,0
92,2364,0.0172228,0.0932794,0.0936216,10346496,0,0
