user_id,completed,avg_latency_s,p95_latency_s,p99_latency_s,total_bytes,slowdown_avg,slowdown_ewma
63,14367,0.0143319,0.0598705,0.161937,5205270528,5.64184,11.3624
64,41220,0.00488199,0.0347518,0.0948381,5215559680,2.42099,0.953848
65,50335,0.00581122,0.0380204,0.114529,6996426752,2.33037,12.0275
66,61079,0.00319562,0.0149156,0.0711361,5125754880,1.86315,8.72749
67,57412,0.0060985,0.0366171,0.123606,7088611328,2.20351,0.561398
68,26316,0.00821577,0.0491939,0.140066,4899463168,3.61035,1.11219
69,32858,0.00785493,0.0491361,0.101958,7175856128,3.26501,17.8
70,13000,0.0127481,0.071963,0.190486,3335491584,3.30554,19.4222
71,28405,0.00922552,0.0513748,0.125081,6506688512,4.05579,14.6543
72,33441,0.00479279,0.0267816,0.0819991,4001492992,2.43924,1.37759
73,17251,0.013382,0.0792142,0.172678,4830183424,4.07951,9.38642
74,40535,0.00670213,0.0430547,0.123127,6288334848,2.56668,10.6771
75,30132,0.00459321,0.0324879,0.0895659,4004691968,2.34652,1.13319
76,29715,0.00509172,0.0289091,0.126098,3281801216,2.00555,3.59029
77,64074,0.00299497,0.0133419,0.0646695,5464834048,1.91428,23.7087
78,48089,0.00576343,0.0320164,0.125227,5746188288,2.54915,11.6348
79,39955,0.00445712,0.0321174,0.0830871,5211189248,2.45063,15.472
80,51309,0.00395998,0.0228242,0.0896757,5132120064,2.02785,1.18697
81,34167,0.00760419,0.0495578,0.142694,5707190272,2.83418,18.261
82,21712,0.0085375,0.0489684,0.154355,4295180288,3.35052,17.3267
83,44705,0.00442913,0.0307426,0.0867065,5219635200,2.26788,15.6996
84,44079,0.00486826,0.0370117,0.0864431,6099808256,2.60464,12.0437
85,27440,0.010317,0.0581197,0.17444,5564366848,3.44569,12.5415
86,49589,0.00608947,0.0374509,0.103172,6771765248,2.60828,8.12296
87,56874,0.00517941,0.0297685,0.0897733,6369521664,2.35029,14.9284
88,37371,0.00642309,0.034828,0.106932,4912848896,2.59198,8.87171
89,29083,0.00625002,0.0377157,0.0931725,4147953664,2.64042,0.57668
90,4487,0.00614321,0.0263111,0.112504,277286912,8.10034,12.2262
91,25436,0.0616913,0.137235,0.189749,26430771200,15.9439,17.8729
92,1445,0.00258841,0.00765569,0.00777311,6459392,1.38876,1.27762
