user_id,completed,avg_latency_s,p95_latency_s,p99_latency_s,total_bytes,slowdown_avg,slowdown_ewma
72,37798,0.00467056,0.0296046,0.0813315,4417306624,0,0
73,24886,0.00987097,0.0590226,0.147277,5199069184,0,0
74,53014,0.00547002,0.0382809,0.101643,6890463232,0,0
75,32497,0.00462849,0.0353283,0.0889369,4312690688,0,0
76,30473,0.00629295,0.0412147,0.140026,4065210368,0,0
77,69794,0.00287053,0.0129124,0.0653967,5824491520,0,0
78,56790,0.00495863,0.0309525,0.0983348,6142087168,0,0
79,39955,0.00449681,0.034282,0.0780986,5211189248,0,0
80,55645,0.00394314,0.0251416,0.0892896,5543071744,0,0
81,34167,0.00763645,0.0526098,0.125888,5707190272,0,0
82,21712,0.00875588,0.0503715,0.152433,4295180288,0,0
83,44705,0.00422823,0.031161,0.0771495,5219635200,0,0
84,44079,0.00473323,0.0373269,0.0821046,6099808256,0,0
85,35874,0.00837753,0.0514935,0.152494,5929177088,0,0
86,50469,0.00594709,0.0383166,0.100646,6803759104,0,0
87,56874,0.00521998,0.0310933,0.0878795,6369521664,0,0
88,37371,0.00619554,0.0371257,0.0986825,4912848896,0,0
89,34269,0.00540034,0.0370668,0.0849819,4433182720,0,0
90,4487,0.0376734,0.229156,0.229725,277286912,0,0
91,26967,0.0611018,0.129642,0.180678,28018761728,0,0
92,2364,0.00122958,0.00426994,0.00450073,10346496,0,0
